,age,lake,lakenorm,char,charnorm,Poa,Poanorm,Podo,Podonorm,Miombo,Miombonorm,Olea,Oleanorm,rich,richnorm,Asters,Age
127,137.4244246,0.0862412,0.654722348,65.9344534,0.513877819,41.68421053,0.278040134,22.73684211,0.547214806,3.368421053,0.92022949,9.263157895,0.966367872,6.600630913,0.951603189,0,>85 ka
128,137.5812783,0.085069237,0.652434216,120.0305596,0.677897156,36.54618474,0.192596522,23.29317269,0.563510082,3.614457831,0.943568633,5.220883534,0.692326459,6.494539731,0.944635126,1.204819277,>85 ka
129,137.9145704,0.088875975,0.659845752,18.83361699,0.368051278,65.06849315,0.753099543,2.397260274,0.082359629,1.369863014,0.481617149,2.054794521,0.29554359,5.749336345,0.87151441,0,>85 ka
130,138.1059055,0.092189081,0.666246444,178.3571472,0.821802183,46.45308924,0.371049751,24.71395881,0.604577468,2.745995423,0.83000577,4.576659039,0.614435228,6.730471704,0.959156733,1.372997712,>85 ka
131,138.2460641,0.087857987,0.657869675,207.3038051,0.87508429,75.37993921,0.893542718,2.73556231,0.086237967,1.215805471,0.437198195,0.607902736,0.155671449,6.00149268,0.901419921,0.303951368,>85 ka
132,138.399834,0.088650498,0.659408441,132.1506063,0.711407706,79.59866221,0.929926248,1.337792642,0.071062499,0.668896321,0.289237355,0.334448161,0.135185538,5.382970785,0.817735347,0,>85 ka
133,138.6145254,0.1032979,0.687348556,179.2141742,0.823560703,52.0361991,0.489967057,9.954751131,0.203537518,2.714932127,0.824230623,4.524886878,0.607917797,5.960956637,0.896990744,0.904977376,>85 ka
134,138.8299999,0.132740833,0.740254882,379.4371656,0.993956164,53.92156863,0.530879422,7.107843137,0.149140898,5.147058824,0.996527535,14.46078431,0.999797467,6.003263045,0.901610133,0,>85 ka
135,139.0182785,0.13411645,0.742609003,307.2864371,0.973811298,56.26822157,0.581301191,3.206997085,0.091868165,6.997084548,0.999973751,5.83090379,0.758903905,6.528497313,0.946946816,0.29154519,>85 ka
136,139.1425555,0.102583,0.686007931,15.30542173,0.35760404,75.43252595,0.89406752,1.730103806,0.075098341,0.346020761,0.214674568,1.384083045,0.224370031,4.553074564,0.652837968,0,>85 ka
137,139.3034908,0.101607678,0.684174982,45.36697791,0.449246426,76.38888889,0.903287632,0.694444444,0.064807465,0.694444444,0.295618732,1.736111111,0.260464457,5.950575772,0.895833576,0.347222222,>85 ka
138,139.487989,0.102460291,0.685777571,160.1327509,0.781831043,84.65346535,0.959975844,0.247524752,0.060720039,0.247524752,0.19437108,0,0.112748849,5.12820062,0.773084809,0.495049505,>85 ka
139,139.6736741,0.100051988,0.681241951,149.3193087,0.755854976,82.99319728,0.951545517,0.340136054,0.061550045,0,0.148747214,0,0.112748849,5.775558838,0.874889532,0,>85 ka
140,139.8710624,0.106752422,0.69379157,69.81160683,0.526072112,84.09090909,0.957264002,0,0.0585446,0,0.148747214,0,0.112748849,1.04769679,0.037773783,0,>85 ka
141,140.0090789,0.109441598,0.698766113,255.0668406,0.936718762,89.78622328,0.978812236,0.475059382,0.062775087,0,0.148747214,0,0.112748849,2.957231179,0.275933244,0.237529691,>85 ka
142,140.174263,0.10872975,0.697452853,43.44841202,0.443259381,87.68656716,0.972286642,0,0.0585446,0,0.148747214,0,0.112748849,0.525354757,0.017842498,0,>85 ka
143,140.4763126,0.100298867,0.681708171,102.4353831,0.62662617,89.38356164,0.977672716,0.684931507,0.06471829,0,0.148747214,0.342465753,0.13575856,3.504400489,0.398889557,0,>85 ka
144,140.6114684,0.099679763,0.680538478,49.91183214,0.463472753,91.55672823,0.983256389,0.527704485,0.063258202,0.263852243,0.197653487,0,0.112748849,3.180549973,0.323938774,0,>85 ka
145,140.7736679,0.100650701,0.682372096,77.07304197,0.548836075,87.89808917,0.973012088,1.27388535,0.070421142,0,0.148747214,0,0.112748849,4.526197175,0.646673302,0.636942675,>85 ka
146,140.8812784,0.050676314,0.583137905,104.9518942,0.634124051,83.72093023,0.955400879,1.993355482,0.077902973,0.664451827,0.288133861,0.664451827,0.160150871,2.785998802,0.241660056,0.664451827,>85 ka
147,140.9948356,0.058616391,0.599455729,71.02651642,0.529888723,87.21590909,0.970614018,1.420454545,0.071898715,0,0.148747214,0.568181818,0.15257492,3.741157485,0.456343402,0,>85 ka
148,141.2344899,0.052722548,0.587358095,56.82237077,0.485187904,86.10169492,0.966318305,5.762711864,0.127173417,0,0.148747214,1.016949153,0.189949918,1.567124326,0.072757567,0,>85 ka
149,141.3944666,-0.013068705,0.449332626,77.02803267,0.548695391,80.74324324,0.937920478,5.067567568,0.116749563,0,0.148747214,0,0.112748849,3.143090369,0.315648071,0,>85 ka
150,141.5541179,-0.0162754,0.442626149,82.06312488,0.564391486,54.51505017,0.543711054,7.692307692,0.1594327,0,0.148747214,0.668896321,0.160506469,4.336369698,0.602118923,0,>85 ka
151,141.5800196,-0.012697194,0.450110577,91.52672725,0.59360108,66.30824373,0.773903257,15.77060932,0.345367717,0,0.148747214,2.867383513,0.393420928,2.963442125,0.277219851,0.716845878,>85 ka
152,141.7398779,-0.035475322,0.402879367,140.4286862,0.733308048,57.78301887,0.613205315,23.11320755,0.558249205,0.471698113,0.242290534,1.41509434,0.227431181,6.76482097,0.960986313,0.235849057,>85 ka
153,141.7557351,-0.029736131,0.414675081,160.4456678,0.782558233,59.51742627,0.648805458,20.37533512,0.477488739,0.268096515,0.198512193,2.680965147,0.370083538,5.116251807,0.770849441,0,>85 ka
154,141.9000586,0.03718107,0.555086919,105.155868,0.634729592,70.77464789,0.840106791,10.91549296,0.224278967,0,0.148747214,2.112676056,0.302140731,5.058132527,0.759802235,0,>85 ka
155,142.0614197,0.005404168,0.488190011,43.06546611,0.44206587,67.24637681,0.788963936,15.94202899,0.350063898,0.579710145,0.267483501,0.579710145,0.153469397,5.567810338,0.846420004,0.869565217,>85 ka
156,142.2401188,-0.084984869,0.305777009,20.24152485,0.372248099,83.05084746,0.951860347,9.604519774,0.196270459,0.564971751,0.263969663,0.847457627,0.175218898,3.188762295,0.325768278,0,>85 ka
157,142.4131342,-0.185048399,0.149799636,52.26892282,0.470870539,50.87336245,0.464758787,26.63755459,0.658301162,1.310043668,0.464311766,2.401746725,0.336029054,5.751183239,0.871754174,0,>85 ka
158,142.5761054,-0.201897468,0.129989317,128.0474413,0.700247194,50.57471264,0.458303297,30.26819923,0.750800653,0.383141762,0.222635277,5.747126437,0.750247659,4.380500611,0.612620759,0,>85 ka
159,142.7400894,-0.208544408,0.122696832,197.5091127,0.858463113,49.67532468,0.438935621,29.22077922,0.725531734,0.324675325,0.210172894,6.168831169,0.79210693,4.789240267,0.70512555,0.649350649,>85 ka
160,142.7897991,-0.193489515,0.139636238,224.449228,0.900796684,56.64335664,0.589260942,25.40792541,0.624251067,0.466200466,0.241043558,2.331002331,0.3275975,6.749615945,0.960184835,0.699300699,>85 ka
161,142.8113486,-0.176620051,0.160428409,59.41951525,0.493363832,55.11111111,0.556552712,24.66666667,0.603226373,1.111111111,0.407423818,2.444444444,0.341158474,6.263514064,0.926734967,0.888888889,>85 ka
162,143.189403,-0.083827736,0.307927304,82.95754843,0.567169854,56.16438356,0.579091875,24.31506849,0.593143676,0,0.148747214,5.136986301,0.682572461,3.959957945,0.510293736,0,>85 ka
163,143.4218573,-0.093544532,0.290081832,135.4928429,0.720351284,52.76752768,0.505847956,27.30627306,0.676312059,1.47601476,0.512390872,3.32103321,0.451671597,4.188408738,0.56640759,0.36900369,>85 ka
164,143.6163089,-0.168499609,0.171123872,133.161325,0.714126489,45.59386973,0.353515356,30.26819923,0.750800653,2.298850575,0.735380244,3.0651341,0.418600799,5.247482008,0.794714604,0.383141762,>85 ka
165,144.2122522,-0.018140893,0.438732085,112.1665187,0.655328962,53.75722543,0.527319913,26.58959538,0.656994875,1.445086705,0.503424206,2.312138728,0.325363818,6.021188799,0.903520991,0,>85 ka
166,144.4247066,-0.02954766,0.415063814,80.22928917,0.558685197,51.48514851,0.478010053,23.76237624,0.577171196,1.320132013,0.467226434,3.300330033,0.448980347,5.476128479,0.832587486,0.330033003,>85 ka
167,144.4600278,-0.027698064,0.418883078,60.61488521,0.497128056,54.48028674,0.54296056,25.80645161,0.635408352,1.433691756,0.500119904,3.94265233,0.532953084,4.545206803,0.651037493,0,>85 ka
168,144.668925,-0.012844255,0.449802605,46.01436334,0.451269327,55.35055351,0.561695402,23.61623616,0.572925389,1.10701107,0.406267437,2.58302583,0.358005718,4.388202521,0.614445404,0.36900369,>85 ka
169,145.0487804,0.090750237,0.663472501,68.00351065,0.520387691,47.25,0.387556401,30.75,0.76199442,1.5,0.5193406,5.25,0.695680511,5.873667006,0.886966042,0,>85 ka
170,145.2710654,0.1103149,0.700373716,91.77253294,0.594353602,41.19850187,0.269239828,28.83895131,0.716015529,1.498127341,0.518798181,6.741573034,0.841788874,5.425524969,0.824619167,0,>85 ka
171,145.6031563,0.121964534,0.721436406,42.12623047,0.439140845,51.49253731,0.478170272,26.49253731,0.654345526,1.865671642,0.623352703,3.731343284,0.505307046,5.441371126,0.827139858,0.373134328,>85 ka
172,145.7854316,0.131485347,0.738096686,80.78947693,0.560429665,50.18315018,0.449856345,27.10622711,0.670964878,1.098901099,0.403982507,5.860805861,0.76195355,4.178998203,0.564114563,0,>85 ka
173,146.0683018,0.129625452,0.734882687,137.4073746,0.725413102,43.08176101,0.304116852,30.50314465,0.756293888,2.51572327,0.784302805,6.918238994,0.855394204,7.489450006,0.986477013,0,>85 ka
174,146.3101604,0.148258605,0.766152949,59.23464965,0.492781734,64.01515152,0.734649455,7.954545455,0.164198065,1.136363636,0.4145635,1.515151515,0.237466623,4.728192816,0.691957471,0,>85 ka
175,146.6921653,0.185918675,0.822645923,96.8189426,0.609722089,17.90540541,0.029843449,59.7972973,0.997923721,2.702702703,0.821923282,6.418918919,0.814841643,4.848861384,0.717729705,0,>85 ka
176,146.9762379,0.179759467,0.814046573,59.59907116,0.493929225,33.07392996,0.145168227,44.35797665,0.957433022,0.778210117,0.316981606,5.836575875,0.759484016,4.367891724,0.609628252,0.389105058,>85 ka
177,147.3823374,0.176888314,0.809951056,173.8572021,0.812388523,40,0.248139709,35.80246914,0.861554245,0.24691358,0.194248861,4.938271605,0.658967993,4.395935455,0.616274853,0.24691358,>85 ka
178,147.6992217,0.176090149,0.80880275,108.0041588,0.643149664,38.66666667,0.225743902,42.13333333,0.940229929,0.533333333,0.256506903,4.266666667,0.574992329,3.439919945,0.383561125,0.533333333,>85 ka
179,148.0244298,0.185218926,0.821681788,158.6584362,0.778386066,36.76470588,0.195868292,40.58823529,0.925370147,1.176470588,0.425960313,5.294117647,0.700731329,4.459537615,0.631220145,0.294117647,>85 ka
180,148.65489,0.179540689,0.81373644,37.21122704,0.423891967,47.2,0.386514386,29.86666667,0.741262119,1.866666667,0.623627307,2.933333333,0.401774561,5.553293578,0.844281719,0,>85 ka
181,149.0057827,0.168376003,0.797486615,401.3019566,0.996342735,45.19056261,0.345388299,31.39745917,0.776592653,1.996370236,0.658840381,3.448275862,0.468256318,5.06545746,0.761210338,0.54446461,>85 ka
182,149.9574727,0.175003641,0.80723279,133.518273,0.715083743,46.27329193,0.367356921,30.74534161,0.761887526,1.242236025,0.444778487,2.795031056,0.384312541,5.200465061,0.786338877,0,>85 ka
183,150.3025066,0.203768935,0.846121886,89.29734159,0.586760461,44.23592493,0.326438812,31.36729223,0.775923997,1.072386059,0.396535295,6.434316354,0.816189,4.107265526,0.546570385,0.268096515,>85 ka
184,150.6989163,0.188887367,0.82669958,254.6953756,0.936353809,46.3878327,0.369708063,32.69961977,0.804354885,0.760456274,0.31239927,4.942965779,0.6595333,4.370391156,0.610221973,0.380228137,>85 ka
185,151.4955709,0.17880621,0.812692922,201.5344207,0.86546691,46.40718563,0.370105799,31.13772455,0.770798497,0.598802395,0.272070163,2.694610778,0.371776843,3.670360623,0.43901015,0.598802395,>85 ka
186,152.0127287,0.188433237,0.826083331,285.9818452,0.961789524,32.90734824,0.14310971,40.89456869,0.928520876,0.958466454,0.364997836,4.153354633,0.560362418,4.926858215,0.733816508,0.319488818,>85 ka
187,152.4569774,0.173692896,0.805328369,59.21866415,0.4927314,36.20071685,0.1874927,45.51971326,0.964679388,0.716845878,0.301266815,3.94265233,0.532953084,2.437748952,0.179684495,0,>85 ka
188,152.6685262,0.175570855,0.808053371,196.5220809,0.85670868,43.87464387,0.319379407,30.76923077,0.762435418,0,0.148747214,5.128205128,0.681544025,4.992666451,0.747018762,0,>85 ka
189,154.2179751,0.153201395,0.77409122,149.9000796,0.75729121,38.6167147,0.224927694,30.83573487,0.763957023,0.576368876,0.266684833,5.763688761,0.751971937,5.301979694,0.804174791,0.288184438,>85 ka
190,154.6639634,0.160644134,0.78575199,95.7111083,0.606362006,41.75824176,0.279393691,28.57142857,0.709255423,1.098901099,0.403982507,6.318681319,0.805921119,4.601857622,0.663923339,0.549450549,>85 ka
191,155.1819939,0.171470817,0.802073805,32.76878467,0.410205948,44.23076923,0.326337624,28.84615385,0.716196487,2.307692308,0.73747953,5,0.666372831,5.0667544,0.761459183,0.384615385,>85 ka
192,156.2667323,0.19358924,0.832998083,9.861970677,0.34169523,42.97520661,0.302090737,31.61157025,0.78130572,1.033057851,0.385559204,5.578512397,0.73233749,4.869260017,0.721981748,0.41322314,>85 ka
193,157.4020374,0.147734313,0.765301946,18.60989785,0.367385829,41.26394052,0.270417286,28.2527881,0.7011068,2.602230483,0.802250762,2.602230483,0.360363292,5.520993989,0.839453956,0.743494424,>85 ka
194,157.9967534,0.143535554,0.758425345,22.02363442,0.377582154,40.68965517,0.260172623,35.51724138,0.856829245,0.689655172,0.294417555,2.413793103,0.337473187,5.798454743,0.877785436,0,>85 ka
195,160.0600327,0.151013849,0.770596892,21.42369605,0.375783805,45.28985507,0.347382715,32.97101449,0.809865673,1.811594203,0.608338172,4.710144928,0.631086882,4.020759864,0.525294664,0,>85 ka
196,160.713777,0.180358561,0.814894191,167.2427166,0.798005403,44.3627451,0.328931854,29.65686275,0.736204034,1.960784314,0.649300881,4.901960784,0.6545832,5.325635045,0.808197386,0,>85 ka
197,161.4001139,0.174837943,0.806992673,42.97415251,0.441781355,42.1686747,0.286955401,18.07228916,0.410131033,6.024096386,0.999576522,12.04819277,0.996969714,2.975287886,0.279681824,0,>85 ka
198,162.1286583,0.167279875,0.795846792,51.05324084,0.467053674,44.97354497,0.341044203,24.86772487,0.608961671,3.174603175,0.897195928,9.259259259,0.966272022,5.831105807,0.881833265,0,>85 ka
199,163.2247353,0.175556562,0.80803272,70.51716985,0.528288936,46.62379421,0.374566865,20.57877814,0.483498937,2.572347267,0.796155307,5.78778135,0.754468795,6.15510822,0.916940959,0.321543408,>85 ka
200,164.035653,0.173428222,0.804942432,76.33437413,0.546526473,46.69811321,0.376101381,21.46226415,0.509625096,3.537735849,0.936953069,6.132075472,0.788631914,5.877432342,0.88741235,0.235849057,>85 ka
201,164.8716149,0.169297722,0.798859405,23.48294282,0.381967535,53.13807531,0.513892491,12.55230126,0.262236227,4.60251046,0.989378907,8.368200837,0.937731784,3.820172815,0.475785865,0,>85 ka
202,165.7408226,0.134571077,0.743384571,276.6549682,0.955266398,69.64980545,0.824761594,5.836575875,0.128317939,3.501945525,0.933667231,4.6692607,0.626011246,4.383056351,0.613226513,0,>85 ka
203,166.625649,0.104374555,0.689362894,8.616744388,0.338093945,70.18181818,0.832132262,2.181818182,0.07995914,0.727272727,0.30391221,1.090909091,0.196609833,4.540019422,0.649848537,0,>85 ka
204,169.4736297,0.129001524,0.733800036,11.45638284,0.346327467,60.9375,0.677026795,9.765625,0.199593545,2.734375,0.827859749,2.734375,0.376725295,5.730259222,0.8690196,0.78125,>85 ka
205,170.4574079,0.114666509,0.708325702,12.01915,0.34796802,70.4379562,0.835608639,3.649635036,0.097398067,0.729927007,0.304587278,2.189781022,0.311030032,4.558378605,0.654049814,0,>85 ka
206,171.4061576,0.100007079,0.681157111,5.503735616,0.329156069,82.28782288,0.947558641,2.21402214,0.08031456,1.10701107,0.406267437,0,0.112748849,4.169748941,0.56185873,0.36900369,>85 ka
207,172.3854436,0.087508218,0.657189715,3.161981181,0.322496004,75.625,0.895972412,1.25,0.07018258,0.3125,0.207630189,0.9375,0.182952289,3.600895608,0.422115708,0,>85 ka
208,173.4039931,0.037268952,0.555270644,5.716121842,0.329762837,87.01298701,0.969867444,1.623376623,0.07398348,0,0.148747214,0.649350649,0.158946495,2.439112389,0.179905823,0.649350649,>85 ka
209,174.9611281,-0.055166719,0.363136155,9.946418019,0.341939985,90.72463768,0.981278327,2.608695652,0.084767845,0,0.148747214,0.289855072,0.132028719,2.378483276,0.170229556,0,>85 ka
210,175.9671454,-0.053488731,0.366472666,15.37066228,0.357796285,34.86590038,0.168568904,29.50191571,0.732436368,3.0651341,0.882221156,16.66666667,0.999989831,5.535727774,0.841668189,0.191570881,>85 ka
211,176.9742043,-0.090731543,0.295198045,7.044391686,0.3335677,88.73720137,0.975735612,3.412969283,0.094411755,0.341296928,0.213673529,0.682593857,0.161605634,3.152128544,0.317640165,0.341296928,>85 ka
212,178.617164,-0.136511157,0.217553517,4.81389954,0.327188379,78.29181495,0.919855802,10.3202847,0.211290706,0.355871886,0.216770889,0.355871886,0.136720417,3.901847487,0.495942924,0,>85 ka
213,179.6493698,-0.120550391,0.243203827,12.89535041,0.350527942,79.47761194,0.929036461,7.462686567,0.155335147,0,0.148747214,0.746268657,0.166779503,2.146311562,0.136322436,0,>85 ka
214,182.0928059,-0.115942426,0.250902299,16.63712572,0.36153528,68.62068966,0.809931464,13.44827586,0.284326029,0,0.148747214,2.068965517,0.29715262,3.351040394,0.362732278,0.689655172,>85 ka
215,183.1023805,-0.122993273,0.239174924,6.953906708,0.333307954,56.50684932,0.58636855,19.8630137,0.46237924,0.684931507,0.293235045,1.369863014,0.222974219,3.170826255,0.321778058,0,>85 ka
216,184.070159,-0.145387097,0.203992454,3.314968651,0.322929403,60.64981949,0.671384909,18.41155235,0.419937041,1.083032491,0.399521163,2.166064982,0.308283761,2.494152945,0.18898322,0,>85 ka
217,185.0257023,-0.082517877,0.310369388,2.52345201,0.320689721,58.20895522,0.622050033,14.92537313,0.322570059,1.865671642,0.623352703,5.223880597,0.692672453,3.39832664,0.373767671,0,>85 ka
218,185.9671838,-0.059315364,0.35493192,54.9542535,0.479310636,42.30769231,0.289538429,15.38461538,0.334880781,7.692307692,0.999997312,0,0.112748849,3.069276764,0.299583058,0,>85 ka
219,186.9081868,-0.040114962,0.393407218,6.524445288,0.332076233,58.69565217,0.63207846,19.56521739,0.453620044,2.173913043,0.70483322,6.52173913,0.823722684,2.089514053,0.128784762,0,>85 ka
220,187.8172609,0.047368433,0.576295568,6.588828041,0.332260772,53.67647059,0.525570027,21.69117647,0.516392196,4.044117647,0.971136631,1.838235294,0.271468582,2.854185683,0.255025182,0,>85 ka
221,189.5976373,0.107441735,0.695070148,10.88244562,0.344657317,59.92647059,0.657027551,13.97058824,0.297600971,1.470588235,0.510817938,2.941176471,0.402771098,5.180031125,0.782637534,0,>85 ka
222,190.4413262,0.14234199,0.756450779,7.942718728,0.33615075,35.29411765,0.174501365,35.29411765,0.853057951,0,0.148747214,2.941176471,0.402771098,2.268627936,0.153563727,0,>85 ka
223,191.2754845,0.166542959,0.794739924,22.4531456,0.378871272,28.46715328,0.095409717,32.11678832,0.792197016,2.919708029,0.860030482,9.124087591,0.962807237,4.453844546,0.629890062,0.364963504,>85 ka
224,191.820936,0.170449411,0.800566843,69.66158669,0.525600654,33.6996337,0.153077591,36.996337,0.880171315,2.93040293,0.861753255,4.761904762,0.637479939,4.813287416,0.710240389,0,>85 ka
225,193.9183704,0.149863064,0.768746567,30.11046981,0.402067245,58.04195804,0.61858961,3.846153846,0.099929985,3.846153846,0.960273726,2.797202797,0.38458504,4.596894916,0.662801916,0,>85 ka
226,194.5101398,0.090395184,0.662786617,26.06367759,0.389759794,54.67128028,0.547081883,2.076124567,0.078801005,0.692041522,0.295015784,3.114186851,0.424903078,4.411951548,0.62005565,0.692041522,>85 ka
227,195.2238448,0.072483235,0.627526058,13.76473614,0.353074682,52.20338983,0.493597133,4.406779661,0.107416485,2.711864407,0.823653619,0,0.112748849,3.340967528,0.360395832,0,>85 ka
228,195.80915,0.075894668,0.634335436,11.86666748,0.347523227,74.82014388,0.887839452,0,0.0585446,3.597122302,0.942123836,0,0.112748849,1.599254786,0.075548768,0,>85 ka
229,196.2000207,0.072571439,0.627702631,13.25739811,0.3515877,79.31034483,0.927792705,2.413793103,0.082546059,0,0.148747214,1.379310345,0.223901,3.703781488,0.447180115,0,>85 ka
230,196.8923358,-0.017963826,0.439101449,15.30954926,0.357616202,82.98611111,0.951506706,0,0.0585446,1.388888889,0.487130057,0,0.112748849,1.942446895,0.110626862,0,>85 ka
231,197.5445092,-0.066549198,0.340788099,14.98486756,0.356659986,68.34532374,0.80583611,1.438848921,0.072085817,0,0.148747214,0,0.112748849,2.84311962,0.25283018,1.438848921,>85 ka
232,197.996264,-0.051172808,0.371094225,14.97717549,0.356637343,73.92739274,0.878297881,4.95049505,0.11505541,0,0.148747214,1.320132013,0.218131796,4.73094066,0.692555707,0.660066007,>85 ka
233,198.4442828,-0.106186896,0.267616883,11.62735066,0.346825561,76.89655172,0.907935648,6.206896552,0.134163755,0,0.148747214,1.724137931,0.259189528,2.120335314,0.132838434,0,>85 ka
234,199.5646135,-0.211693355,0.119344149,76.51980436,0.547106411,58.24175824,0.622728619,12.08791209,0.251143137,0.732600733,0.305267966,0,0.112748849,2.852318469,0.254654114,0,>85 ka
235,200.1997221,-0.200914466,0.131092739,44.52027404,0.446602709,59.54198473,0.649301118,12.97709924,0.272598999,2.671755725,0.815999655,0.763358779,0.168186148,4.13618357,0.553655995,0,>85 ka
236,200.8521647,-0.172146067,0.166265907,11.6473815,0.346883936,58.82352941,0.634698831,20.76124567,0.4888927,1.038062284,0.386951012,2.422145329,0.33847587,4.063976018,0.535936352,0,>85 ka
237,201.5429769,-0.165860925,0.174695272,24.84878792,0.386085828,60.58394161,0.670087359,13.86861314,0.294987074,0,0.148747214,1.459854015,0.231890643,4.453844546,0.629890062,0,>85 ka
238,202.1768719,-0.120506086,0.243277234,8.234586295,0.336991661,75.44483986,0.894190139,10.3202847,0.211290706,0.711743772,0.299976149,2.491103203,0.346797476,2.837707264,0.251760249,0,>85 ka
239,202.8239908,-0.103637561,0.272075479,11.66468663,0.346934371,70.96774194,0.842649828,9.677419355,0.19776997,0.716845878,0.301266815,2.150537634,0.306491506,3.916841121,0.499645957,0,>85 ka
240,203.2978143,-0.074140023,0.326183515,7.839507365,0.335853579,52.43055556,0.49853019,25.34722222,0.622542176,1.041666667,0.387954348,3.125,0.426294993,5.65771682,0.859228354,0.347222222,>85 ka
241,203.9542913,-0.081677475,0.311940646,11.8205432,0.347388723,51.30111524,0.474020668,23.42007435,0.567213082,1.115241636,0.408589612,1.858736059,0.273705176,5.898427597,0.889877867,0,>85 ka
242,205.0455748,0.041722339,0.564564432,14.61569269,0.355573827,45.8041958,0.357780573,30.06993007,0.746114205,0,0.148747214,2.797202797,0.38458504,4.420091265,0.621972767,0.34965035,>85 ka
243,205.7305114,0.092357251,0.666570069,11.00969924,0.345027364,38.84615385,0.228690483,33.84615385,0.826976698,1.538461538,0.530471694,7.692307692,0.905585371,4.319010726,0.597967178,0.769230769,>85 ka
244,206.4134954,0.10742614,0.695041248,22.87150055,0.380128204,42.24806202,0.288429127,26.35658915,0.650621892,0,0.148747214,6.589147287,0.829396179,3.061430529,0.297897374,0,>85 ka
245,207.0463004,0.102497034,0.685846556,6.066446221,0.330764661,43.97163121,0.321268251,21.9858156,0.525095092,1.063829787,0.394140008,7.446808511,0.891292406,3.013165546,0.287624608,0,>85 ka
246,207.7655751,0.136547311,0.746741717,7.054930395,0.333597958,65.2173913,0.755651083,8.695652174,0.1781592,0,0.148747214,0,0.112748849,1.913573933,0.107288851,0,>85 ka
247,208.3501321,0.14619389,0.762791735,5.644192118,0.32955729,63.53383459,0.725991789,4.887218045,0.114147042,0.751879699,0.310195914,1.127819549,0.199985797,6.276958299,0.927885292,0.37593985,>85 ka
248,208.9584268,0.161152384,0.786535301,16.90509716,0.362328127,28.22299652,0.093175715,28.22299652,0.700339662,1.742160279,0.588823726,15.33101045,0.999933957,3.184437763,0.324804352,0,>85 ka
249,209.7440145,0.156948956,0.780006953,27.21927086,0.393263612,26.82291667,0.081106888,47.65625,0.975361224,0.520833333,0.25358903,10.15625,0.983130956,4.70537421,0.686970006,0.260416667,>85 ka
250,211.2732889,0.179540903,0.813736743,63.81799177,0.507214984,39.92094862,0.246779656,26.87747036,0.664807161,1.185770751,0.428612278,1.976284585,0.286702723,3.441118262,0.383844417,1.185770751,>85 ka
251,212.162793,0.177949422,0.811471075,37.71037427,0.425435787,28.35820896,0.094408067,47.1641791,0.973177966,0.298507463,0.20473054,3.582089552,0.485756608,5.337334622,0.810168064,0,>85 ka
252,213.046104,0.17562498,0.808131561,44.88998752,0.447756804,31.1023622,0.122068541,45.66929134,0.965534126,0.787401575,0.319365091,2.362204724,0.331305795,3.97871094,0.514922981,0,>85 ka
253,213.898345,0.166944556,0.795343575,24.57836181,0.385269404,27.45098039,0.086366372,51.82072829,0.988545287,0,0.148747214,1.960784314,0.284972198,4.259453964,0.583641534,0.280112045,>85 ka
254,214.846897,0.170016133,0.799925513,14.55484213,0.355394909,32.03125,0.132608865,50,0.983820627,0.390625,0.224260222,3.515625,0.477058767,3.246063842,0.338648585,0.390625,>85 ka
255,215.826446,0.177797043,0.811253256,7.720859484,0.33551209,27.75800712,0.089028445,46.97508897,0.972297095,0.355871886,0.216770889,5.338078292,0.705725998,3.724490783,0.452254145,0.711743772,>85 ka
256,216.8111492,0.171791011,0.802544793,4.422827579,0.326075009,34.54545455,0.164215342,38.54545455,0.901595627,1.454545455,0.506166881,5.090909091,0.677160448,4.450955819,0.629214567,1.454545455,>85 ka
257,218.1300624,0.156531455,0.779352337,156.0435525,0.772200137,33.85214008,0.155047889,35.79766537,0.861475558,0.778210117,0.316981606,4.6692607,0.626011246,4.32504432,0.599411512,1.167315175,>85 ka
258,218.9179998,0.163853379,0.790669955,21.26184083,0.375299095,30.76923077,0.118435748,40.38461538,0.923217927,0.769230769,0.314660434,3.076923077,0.420113601,3.959093165,0.510080224,1.923076923,>85 ka
259,219.7423686,0.182766818,0.8182772,22.06942819,0.377719533,38.42975207,0.221887642,33.05785124,0.811608591,0,0.148747214,2.066115702,0.29682872,3.649209568,0.433852794,1.239669421,>85 ka
260,220.8791846,0.168046826,0.796994991,7.456130663,0.334750644,32.29571984,0.135721282,35.79766537,0.861475558,0.389105058,0.223929631,3.891050584,0.526211452,4.695400123,0.684779103,1.167315175,>85 ka
261,221.6744864,0.16204342,0.787904522,7.262600473,0.334194418,31.66023166,0.128325965,41.31274131,0.932655842,0.386100386,0.223276923,3.474903475,0.4717349,3.241514678,0.337618842,0,>85 ka
262,222.5724377,0.167723007,0.796510674,10.11007965,0.342414517,39.75409836,0.243922203,28.68852459,0.712223609,2.049180328,0.672810442,4.098360656,0.553230938,4.551196133,0.652408415,0.409836066,>85 ka
263,223.6409998,0.180523007,0.815126434,24.69235915,0.385613503,36.84210526,0.197035182,31.57894737,0.780591334,1.127819549,0.412144532,3.007518797,0.411225117,4.662883308,0.677591554,0,>85 ka
264,224.9973432,0.172031137,0.80289756,14.16973177,0.354263317,33.69175627,0.152976272,27.24014337,0.674548383,1.433691756,0.500119904,4.301075269,0.579415473,6.053299914,0.90687557,0.358422939,>85 ka
